Name,Label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22
hbafyhqjeubi,0,11,3678,393.1818182,306.5,32.76515152,0.916666667,0.916666667,1.334681072,10,137702,11915.8,11475.16667,992.9833333,0.833333333,0.833333333,1.123790664,4,0.333333333,1,3.619166667,0,0
ixohssjrbojkh,0,12,5783,375.75,444.8461538,28.90384615,0.923076923,0.923076923,1.648445381,11,204727,11501.45455,15748.23077,884.7272727,0.846153846,0.846153846,1.385503481,3,0.230769231,1,4.032307692,1,0
ihlxcaqccepcdwr,0,14,4586,379.5,305.7333333,25.3,0.933333333,0.933333333,1.866256076,13,141454,10929.53846,9430.266667,728.6358974,0.866666667,0.866666667,1.510271274,3,0.2,1,4.254666667,0,0
ckydcyupbwse,0,11,5512,305.8181818,459.3333333,25.48484848,0.916666667,0.916666667,1.416110341,10,183037,9165.6,15253.08333,763.8,0.833333333,0.833333333,1.197577011,2,0.166666667,1,3.501666667,1,0
dslnjctpb,0,8,3516,340.875,390.6666667,37.875,0.888888889,0.888888889,1.092424371,7,111683,10930,12409.22222,1214.444444,0.777777778,0.777777778,0.910945993,0,0,1,4.026666667,0,0
yrojfdof,0,7,3342,335.8571429,417.75,41.98214286,0.875,0.875,0.819236921,6,106380,8546.5,13297.5,1068.3125,0.75,0.75,0.614509345,2,0.25,1,3.7275,2,0
ugqwg,0,4,2486,710.25,497.2,142.05,0.8,0.8,0.542673806,3,62367,34386,12473.4,6877.2,0.6,0.6,0.362617762,1,0.2,1,1.888,0,0
1pzmdwh1cds6jf1jeslujxzxnoe,0,26,15720,601.0384615,582.2222222,22.26068376,0.962962963,0.962962963,3.189464493,25,576394,22293.96,21347.92593,825.7022222,0.925925926,0.925925926,2.903371633,4,0.148148148,1,2.995555556,1,0
ihupibyy,0,7,3260,307.7142857,407.5,38.46428571,0.875,0.875,0.910151993,6,88144,6906,11018,863.25,0.75,0.75,0.650730342,3,0.375,1,3.63875,3,0
rnvimkjiu,0,8,3833,325,425.8888889,36.11111111,0.888888889,0.888888889,1.002224089,7,133133,8840.857143,14792.55556,982.3174603,0.777777778,0.777777778,0.782754229,3,0.333333333,1,4.197777778,2,0
1x3mgbf1kmy7p71b6g8wxo35r10,0,26,20305,863,752.037037,31.96296296,0.962962963,0.962962963,2.94005094,25,731147,30088.08,27079.51852,1114.373333,0.925925926,0.925925926,2.897672132,1,0.037037037,1,1.57037037,1,0
ajgtturqup,0,9,4938,324.5555556,493.8,32.45555556,0.9,0.9,1.081609263,8,157992,8881.125,15799.2,888.1125,0.8,0.8,0.883446944,3,0.3,1,4.058,1,0
1rl6e1d1efeq1fl6jauh17v038i,0,25,17869,842.44,661.8148148,31.20148148,0.925925926,0.962962963,2.627123267,25,629081,30346.44,23299.2963,1123.942222,0.925925926,0.925925926,2.786421785,6,0.222222222,1,2.888148148,0,0
gjhhq,0,4,1145,645,229,129,0.8,0.8,0.622982636,3,32675,21594,6535,4318.8,0.6,0.6,0.475400993,0,0,1,1.656,0,0
akvlhxyrlekrx,0,12,6080,415.75,467.6923077,31.98076923,0.923076923,0.923076923,1.59288029,11,205341,15598.54545,15795.46154,1199.888112,0.846153846,0.846153846,1.35864387,2,0.153846154,1,3.996923077,0,0
mpz7hu16u5ha21rdwt641umk35w,0,26,20940,779.6153846,775.5555556,28.87464387,0.962962963,0.962962963,2.743986873,25,749688,28952.64,27766.22222,1072.32,0.925925926,0.925925926,2.8763607,4,0.148148148,1,2.087037037,1,0
tpplhndjplaxrk,0,12,6166,319.0833333,440.4285714,22.79166667,0.857142857,0.928571429,1.451358018,12,209032,11232.33333,14930.85714,802.3095238,0.857142857,0.857142857,1.381847074,1,0.071428571,1,3.929285714,1,0
ojequortkpee,0,11,5539,267.0909091,461.5833333,22.25757576,0.916666667,0.916666667,1.260014681,10,204269,6675.9,17022.41667,556.325,0.833333333,0.833333333,0.827446582,6,0.5,1,5.416666667,1,0
uoasaqqzsvy,0,10,5786,482.6,526,43.87272727,0.909090909,0.909090909,1.217166729,9,188399,17829,17127.18182,1620.818182,0.818181818,0.818181818,0.988453069,4,0.363636364,1,4.21,1,0
bhdvlobiyyete,0,12,5358,291.8333333,412.1538462,22.44871795,0.923076923,0.923076923,1.351953491,11,175704,6695.272727,13515.69231,515.020979,0.846153846,0.846153846,1.053987907,4,0.307692308,1,4.608461538,3,0
rbuajhmae,0,8,2569,299.875,285.4444444,33.31944444,0.888888889,0.888888889,0.980972513,7,97225,6858.714286,10802.77778,762.0793651,0.777777778,0.777777778,0.711670752,4,0.444444444,1,5.201111111,0,0
pkteiq,0,5,2190,289.8,365,48.3,0.833333333,0.833333333,0.590966361,4,70921,6818.5,11820.16667,1136.416667,0.666666667,0.666666667,0.404902237,2,0.333333333,1,4.706666667,0,0
upjxkwuo,0,7,4642,628.2857143,580.25,78.53571429,0.875,0.875,0.961112696,6,146822,27921.33333,18352.75,3490.166667,0.75,0.75,0.790009658,3,0.375,1,2.62125,1,0
mhwsvtakojr,0,10,5163,359.9,469.3636364,32.71818182,0.909090909,0.909090909,1.30905945,9,182311,9272.333333,16573.72727,842.9393939,0.818181818,0.818181818,1.061655914,2,0.181818182,1,4.239090909,0,0
djnkpssaegjk,0,11,4113,367.8181818,342.75,30.65151515,0.916666667,0.916666667,1.397930654,10,142613,10813,11884.41667,901.0833333,0.833333333,0.833333333,1.156829982,2,0.166666667,1,4.299166667,1,0
rzgcafw,0,6,2156,405.5,308,57.92857143,0.857142857,0.857142857,0.777394163,5,73684,16617.6,10526.28571,2373.942857,0.714285714,0.714285714,0.515345885,1,0.142857143,1,3.658571429,0,0
bngwszyqpz,0,9,5493,529.2222222,549.3,52.92222222,0.9,0.9,1.210227912,8,185941,20511.375,18594.1,2051.1375,0.8,0.8,0.980241461,0,0,1,2.462,0,0
hihsq4zsxlx7lqcwzq1ntxcj1,0,24,15800,744.0416667,632,29.76166667,0.96,0.96,2.872048721,23,585905,28576.78261,23436.2,1143.071304,0.92,0.92,2.806663341,1,0.04,1,2.45,1,0
ohxorpugrledo,0,12,5901,251.5833333,453.9230769,19.3525641,0.923076923,0.923076923,1.216093042,11,219073,7755.272727,16851.76923,596.5594406,0.846153846,0.846153846,1.064370069,5,0.384615385,1,4.93,5,0
l2fj86ip96joysimu819f4okl,0,24,18315,705,732.6,28.2,0.96,0.96,2.478431739,23,680664,26385.6087,27226.56,1055.424348,0.92,0.92,2.164462744,5,0.2,1,2.5532,5,0
wopwjpncnquw,0,11,6290,421.0909091,524.1666667,35.09090909,0.916666667,0.916666667,1.487089132,10,209043,17368.4,17420.25,1447.366667,0.833333333,0.833333333,1.199056058,2,0.166666667,1,3.066666667,0,0
picnuevts,0,8,3989,229.5,443.2222222,25.5,0.888888889,0.888888889,0.887736045,7,123262,5933.285714,13695.77778,659.2539683,0.777777778,0.777777778,0.659396033,3,0.333333333,1,5.244444444,2,0
bodksbxxxnjflck,0,13,6107,386,407.1333333,25.73333333,0.866666667,0.933333333,1.700035911,13,228430,12594.84615,15228.66667,839.6564103,0.866666667,0.866666667,1.574079567,1,0.066666667,1,2.948666667,0,0
nunziino,0,7,3908,220.7142857,488.5,27.58928571,0.875,0.875,0.730344315,6,129021,4647,16127.625,580.875,0.75,0.75,0.494509531,4,0.5,1,5.54375,4,0
qqrmecytndqm,0,11,5545,413.9090909,462.0833333,34.49242424,0.916666667,0.916666667,1.22387511,10,186864,16435.5,15572,1369.625,0.833333333,0.833333333,1.07828216,1,0.083333333,1,3.7125,1,0
1e7p1cr1uadpah1uey8zzexrgvi,0,25,16660,600.52,617.037037,22.24148148,0.925925926,0.962962963,2.803824835,25,601893,22660.6,22292.33333,839.2814815,0.925925926,0.925925926,2.711187116,8,0.296296296,1,3.653333333,2,0
raqjydfij,0,8,3198,470,355.3333333,52.22222222,0.888888889,0.888888889,0.91624156,7,109407,16142.71429,12156.33333,1793.634921,0.777777778,0.777777778,0.943367098,2,0.222222222,1,3.455555556,0,0
wsl1cf28ennjhtzkxkhqag3,0,22,12080,585.5454545,525.2173913,25.45849802,0.956521739,0.956521739,2.785582157,21,448757,22576.85714,19511.17391,981.6024845,0.913043478,0.913043478,2.729388358,2,0.086956522,1,3.018695652,0,0
aqfcbwp,0,6,1815,572.5,259.2857143,81.78571429,0.857142857,0.857142857,0.893723853,5,36454,15144,5207.714286,2163.428571,0.714285714,0.714285714,0.729710657,1,0.142857143,1,3.068571429,0,0
kvwlfvwgejlgqb,0,12,6400,664.6666667,457.1428571,47.47619048,0.857142857,0.928571429,1.672721834,12,219710,23145.75,15693.57143,1653.267857,0.857142857,0.857142857,1.676861162,1,0.071428571,1,2.537857143,0,0
f52p1t84vhn9di8pjh5qb07o,0,23,17504,896.4782609,729.3333333,37.35326087,0.958333333,0.958333333,2.524855784,22,616542,34216.72727,25689.25,1425.69697,0.916666667,0.916666667,2.492788567,2,0.083333333,1,2.024166667,0,0
1x9t1i18c9xszewi0s57jnja,0,23,18560,775.6086957,773.3333333,32.31702899,0.958333333,0.958333333,2.644059555,22,691858,30879.77273,28827.41667,1286.657197,0.916666667,0.916666667,2.052215994,4,0.166666667,1,2.857916667,0,0
tfrgujlxwikw,0,11,5864,413.7272727,488.6666667,34.47727273,0.916666667,0.916666667,1.506564409,10,207296,12917.3,17274.66667,1076.441667,0.833333333,0.833333333,1.153087034,2,0.166666667,1,3.12,0,0
plnppxjeccpqpa,0,13,6043,443.4615385,431.6428571,31.67582418,0.928571429,0.928571429,1.532405915,12,207621,14692.41667,14830.07143,1049.458333,0.857142857,0.857142857,1.560735538,2,0.142857143,1,3.823571429,1,0
gfqdvdyaypnsxg,0,13,6682,486.7692308,477.2857143,34.76923077,0.928571429,0.928571429,1.693197605,12,220160,18412.58333,15725.71429,1315.184524,0.857142857,0.857142857,1.383279352,1,0.071428571,1,3.102857143,0,0
glmikgbftiwi,0,11,4225,295.9090909,352.0833333,24.65909091,0.916666667,0.916666667,1.342668373,10,128169,9433.6,10680.75,786.1333333,0.833333333,0.833333333,1.167634974,3,0.25,1,4.015833333,0,0
tdfqu,0,4,1682,515,336.4,103,0.8,0.8,0.508813813,3,39944,17827,7988.8,3565.4,0.6,0.6,0.461760362,1,0.2,1,2.9,0,0
glasaqsvihpecl,0,13,4932,248.6923077,352.2857143,17.76373626,0.928571429,0.928571429,1.317954576,12,183748,7885.333333,13124.85714,563.2380952,0.857142857,0.857142857,0.955549323,4,0.285714286,1,5.097857143,2,0
rayxvyaq,0,7,4257,387.5714286,532.125,48.44642857,0.875,0.875,0.849393006,6,161006,14045.66667,20125.75,1755.708333,0.75,0.75,0.728881007,2,0.25,1,3.84125,1,0
upfbpyx,0,6,3129,472.1666667,447,67.45238095,0.857142857,0.857142857,0.891899423,5,83217,16516.8,11888.14286,2359.542857,0.714285714,0.714285714,0.702254496,1,0.142857143,1,2.19,1,0
1kpmbn8xx3coyeoia18bmiyq,0,23,14013,533.3043478,583.875,22.22101449,0.958333333,0.958333333,2.767818854,22,496716,18688.86364,20696.5,778.7026515,0.916666667,0.916666667,2.636592497,6,0.25,1,3.341666667,2,0
wwpilhwgtyoobf,0,13,7211,330.0769231,515.0714286,23.57692308,0.928571429,0.928571429,1.646668959,12,272048,10020.91667,19432,715.7797619,0.857142857,0.857142857,1.385910699,3,0.214285714,1,3.558571429,1,0
1cjcg841is5wcf1hu9jmgdjh9p2,0,26,15939,778.0384615,590.3333333,28.81623932,0.962962963,0.962962963,3.148370923,25,582402,28168.48,21570.44444,1043.277037,0.925925926,0.925925926,3.2443115,2,0.074074074,1,2.006296296,1,0
gqhqaioegypl,0,11,4540,403.3636364,378.3333333,33.61363636,0.916666667,0.916666667,1.305569288,10,150139,12939.6,12511.58333,1078.3,0.833333333,0.833333333,1.064716223,4,0.333333333,1,4.2275,1,0
1nt1iqye80zfyg6sj5o4as9w2,0,24,18238,805.5416667,729.52,32.22166667,0.96,0.96,2.536448355,23,659778,32463.91304,26391.12,1298.556522,0.92,0.92,2.596853636,4,0.16,1,2.816,2,0
1yzeby315pf066197cvcm92we2r,0,26,21505,716.4230769,796.4814815,26.53418803,0.962962963,0.962962963,3.319711213,25,775666,24770.96,28728.37037,917.442963,0.925925926,0.925925926,3.059838567,2,0.074074074,1,1.941111111,2,0
crcpjqsspdq2txpl3wbdxxxp,0,21,13725,597.5714286,571.875,24.89880952,0.875,0.958333333,2.627204742,22,487263,18546.31818,20302.625,772.7632576,0.916666667,0.916666667,2.723687933,0,0,1,2.649166667,0,0
ndwoauwphybceev,0,14,5911,256,394.0666667,17.06666667,0.933333333,0.933333333,1.670104062,13,217681,7351.538462,14512.06667,490.1025641,0.866666667,0.866666667,1.395779065,5,0.333333333,1,4.378,0,0
ppglebgyq,0,8,3207,349.25,356.3333333,38.80555556,0.888888889,0.888888889,0.959915,7,86373,7235.571429,9597,803.952381,0.777777778,0.777777778,0.708531061,1,0.111111111,1,3.234444444,0,0
hldsjwrnygobswj,0,14,7231,352.4285714,482.0666667,23.4952381,0.933333333,0.933333333,1.824990323,13,242325,10915.84615,16155,727.7230769,0.866666667,0.866666667,1.468722842,1,0.066666667,1,3.540666667,1,0
yonwrhylzy,0,9,6132,361.6666667,613.2,36.16666667,0.9,0.9,1.209836138,8,195813,14521.75,19581.3,1452.175,0.8,0.8,0.844084815,1,0.1,1,3.394,2,0
kfbdlsduxxbh,0,11,4610,391.8181818,384.1666667,32.65151515,0.916666667,0.916666667,1.607337894,10,173172,12676,14431,1056.333333,0.833333333,0.833333333,1.278454056,1,0.083333333,1,2.740833333,1,0
btoyeglbqlkmmm,0,12,5523,375.0833333,394.5,26.79166667,0.857142857,0.928571429,1.562748602,12,191741,13436,13695.78571,959.7142857,0.857142857,0.857142857,1.334889136,2,0.142857143,1,3.802142857,4,0
izykuuqi,0,7,4804,492.4285714,600.5,61.55357143,0.875,0.875,1.050569724,6,158982,13143.5,19872.75,1642.9375,0.75,0.75,0.831090147,4,0.5,1,3.215,0,0
txvwak,0,5,3311,474.8,551.8333333,79.13333333,0.833333333,0.833333333,0.658240085,4,125305,25738,20884.16667,4289.666667,0.666666667,0.666666667,0.428144445,1,0.166666667,1,3.436666667,0,0
sxwvatholarsrqe,0,14,7917,324.3571429,527.8,21.62380952,0.933333333,0.933333333,1.266597815,13,277237,9638.538462,18482.46667,642.5692308,0.866666667,0.866666667,0.928652772,4,0.266666667,1,5.22,3,0
nfsheabxsirvecd,0,14,5503,220.5,366.8666667,14.7,0.933333333,0.933333333,1.34451981,13,205719,5526.230769,13714.6,368.4153846,0.866666667,0.866666667,1.098530294,4,0.266666667,1,5.154666667,3,0
bszargmzf,0,8,4068,372.875,452,41.43055556,0.888888889,0.888888889,1.01481278,7,118087,9930.857143,13120.77778,1103.428571,0.777777778,0.777777778,0.760761736,1,0.111111111,1,3.704444444,0,0
ywathderwrxl,0,11,6160,286.8181818,513.3333333,23.90151515,0.916666667,0.916666667,1.144858245,10,200165,6017.7,16680.41667,501.475,0.833333333,0.833333333,0.778769904,2,0.166666667,1,4.438333333,1,0
booxpgeimfb,0,10,3988,265.1,362.5454545,24.1,0.909090909,0.909090909,1.172546391,9,144003,6854.888889,13091.18182,623.1717172,0.818181818,0.818181818,0.893806319,4,0.363636364,1,4.291818182,3,0
khlvkwkshvud,0,11,6127,416.4545455,510.5833333,34.70454545,0.916666667,0.916666667,1.550637409,10,203567,17414.1,16963.91667,1451.175,0.833333333,0.833333333,1.282940787,1,0.083333333,1,2.698333333,0,0
limabdjcljegp,0,12,2980,289.6666667,229.2307692,22.28205128,0.923076923,0.923076923,1.344646074,11,103633,8370.363636,7971.769231,643.8741259,0.846153846,0.846153846,1.190835191,3,0.230769231,1,4.224615385,3,0
xdfvb,0,4,2010,622,402,124.4,0.8,0.8,0.597692969,3,45896,20347,9179.2,4069.4,0.6,0.6,0.472500293,0,0,1,1.848,0,0
nfkcqwojsujfj,0,12,5585,524.1666667,429.6153846,40.32051282,0.923076923,0.923076923,1.66700124,11,204357,16851.63636,15719.76923,1296.27972,0.846153846,0.846153846,1.645767531,2,0.153846154,1,2.713846154,0,0
dmpoksog,0,7,3364,159.1428571,420.5,19.89285714,0.875,0.875,0.702881131,6,107205,3515,13400.625,439.375,0.75,0.75,0.423021481,2,0.25,1,4.36,2,0
abfprhbwjmyt,0,11,4437,430.0909091,369.75,35.84090909,0.916666667,0.916666667,1.491950449,10,132951,13693.7,11079.25,1141.141667,0.833333333,0.833333333,1.346006952,1,0.083333333,1,3.365833333,1,0
xitwhyfhrvtscs,0,13,7496,295.4615385,535.4285714,21.1043956,0.928571429,0.928571429,1.647716833,12,280973,10168.08333,20069.5,726.2916667,0.857142857,0.857142857,1.38654068,1,0.071428571,1,3.902142857,2,0
txijebfxvqyq,0,11,5975,615.5454545,497.9166667,51.29545455,0.916666667,0.916666667,1.447534421,10,191505,20924.5,15958.75,1743.708333,0.833333333,0.833333333,1.243683915,2,0.166666667,1,2.709166667,0,0
o9mc0otxjle9c7hxgobtpam4,0,23,13143,658.7826087,547.625,27.44927536,0.958333333,0.958333333,2.364982523,22,480431,21576.13636,20017.95833,899.0056818,0.916666667,0.916666667,2.622097525,5,0.208333333,1,3.537083333,3,0
mbdvjtkofyyy,0,10,5561,540.2,463.4166667,45.01666667,0.833333333,0.916666667,1.395782402,10,175495,16790.6,14624.58333,1399.216667,0.833333333,0.833333333,1.251086522,1,0.083333333,1,2.734166667,1,0
eqvjblelw,0,8,3029,493.875,336.5555556,54.875,0.888888889,0.888888889,0.836261228,7,98164,16580.71429,10907.11111,1842.301587,0.777777778,0.777777778,0.696102026,2,0.222222222,1,3.808888889,0,0
mezeujxf,0,7,3783,427.4285714,472.875,53.42857143,0.875,0.875,0.87092126,6,110178,14671,13772.25,1833.875,0.75,0.75,0.708461656,3,0.375,1,3.69375,1,0
qhxvpiczcid,0,10,4950,466.2,450,42.38181818,0.909090909,0.909090909,1.168170433,9,176170,15762.33333,16015.45455,1432.939394,0.818181818,0.818181818,1.05440548,2,0.181818182,1,3.109090909,2,0
srtozdnoopd,0,10,5923,234.6,538.4545455,21.32727273,0.909090909,0.909090909,1.06570018,9,203049,4402,18459,400.1818182,0.818181818,0.818181818,0.738525022,3,0.272727273,1,5.192727273,2,0
11e7ln615ersh6m9mb6k50j0nt,0,25,19127,830.88,735.6538462,31.95692308,0.961538462,0.961538462,2.236343514,24,706861,33733.66667,27186.96154,1297.448718,0.923076923,0.923076923,2.303213159,2,0.076923077,1,2.733076923,0,0
qkyminjfosmuyl,0,13,7223,328.6923077,515.9285714,23.47802198,0.928571429,0.928571429,1.431181546,12,239088,10693.5,17077.71429,763.8214286,0.857142857,0.857142857,1.080245304,3,0.214285714,1,3.540714286,2,0
vhapxsfuxleyryp,0,14,8276,345.5,551.7333333,23.03333333,0.933333333,0.933333333,1.721853505,13,278942,9454.076923,18596.13333,630.2717949,0.866666667,0.866666667,1.427772978,3,0.2,1,3.729333333,1,0
giqqyuuqmwqxtgb,0,14,8745,655.6428571,583,43.70952381,0.933333333,0.933333333,1.817390193,13,323300,22441.53846,21553.33333,1496.102564,0.866666667,0.866666667,1.790906733,3,0.2,1,2.320666667,0,0
lhx4sk17kzvfc13bw83t15anq1j,0,26,19407,757.3846154,718.7777778,28.05128205,0.962962963,0.962962963,3.28616781,25,697661,28636.12,25839.2963,1060.597037,0.925925926,0.925925926,3.141878881,1,0.037037037,1,1.973703704,1,0
12d8nge15fw5843sr18yfso7ji,0,25,20403,721.56,784.7307692,27.75230769,0.961538462,0.961538462,2.824735668,24,761564,28867.04167,29290.92308,1110.270833,0.923076923,0.923076923,2.559657581,3,0.115384615,1,2.467692308,1,0
laeqjgrp,0,7,2468,469.7142857,308.5,58.71428571,0.875,0.875,0.741841894,6,68473,18099.66667,8559.125,2262.458333,0.75,0.75,0.747763825,2,0.25,1,4.525,0,0
1gpduqabzohdp1nhsn379lql16,0,25,15318,597.36,589.1538462,22.97538462,0.961538462,0.961538462,3.417384483,24,541345,21444.29167,20820.96154,824.7804487,0.923076923,0.923076923,2.970749522,3,0.115384615,1,2.778461538,1,0
wqbcasowksyasa,0,12,6426,341.75,459,24.41071429,0.857142857,0.928571429,1.177846706,12,217841,8738.583333,15560.07143,624.1845238,0.857142857,0.857142857,0.997942563,4,0.285714286,1,4.792142857,5,0
wsquiehsjd,0,9,4748,332.5555556,474.8,33.25555556,0.9,0.9,1.19287951,8,167065,8418.75,16706.5,841.875,0.8,0.8,0.841702038,3,0.3,1,4.106,1,0
maoepmlrwc,0,9,4172,325.6666667,417.2,32.56666667,0.9,0.9,1.176841787,8,126455,9309,12645.5,930.9,0.8,0.8,0.99779598,3,0.3,1,5.213,0,0
rxymfevjtabjfx,0,13,5830,469.3076923,416.4285714,33.52197802,0.928571429,0.928571429,1.67048293,12,213096,15940.75,15221.14286,1138.625,0.857142857,0.857142857,1.54640097,2,0.142857143,1,3.290714286,1,0
kyctelkyaxpwam,0,12,6411,251.1666667,457.9285714,17.94047619,0.857142857,0.928571429,1.276584403,12,242822,9366.5,17344.42857,669.0357143,0.857142857,0.857142857,1.155187567,3,0.214285714,1,4.166428571,2,0
tvyluivqbsdy,0,11,6334,409,527.8333333,34.08333333,0.916666667,0.916666667,1.356983943,10,235186,15642.5,19598.83333,1303.541667,0.833333333,0.833333333,1.245535877,2,0.166666667,1,3.309166667,0,0
sjiafrauwnhs,0,11,4652,271.9090909,387.6666667,22.65909091,0.916666667,0.916666667,1.301155024,10,165686,7690.3,13807.16667,640.8583333,0.833333333,0.833333333,0.956803814,4,0.333333333,1,5.069166667,0,0
bcxfnf2sgloe1xq9cc31lt9tnk,0,25,15166,639,583.3076923,24.57692308,0.961538462,0.961538462,3.021742031,24,556625,29501.58333,21408.65385,1134.676282,0.923076923,0.923076923,2.527858217,2,0.076923077,1,3.128461538,0,0
rfglympbt,0,8,3559,328.5,395.4444444,36.5,0.888888889,0.888888889,1.096866819,7,132867,8071.142857,14763,896.7936508,0.777777778,0.777777778,0.791075875,0,0,1,3.501111111,0,0
sglpxtpe,0,7,4166,340.4285714,520.75,42.55357143,0.875,0.875,0.920195918,6,136323,11972.33333,17040.375,1496.541667,0.75,0.75,0.758187122,1,0.125,1,4.48,0,0
mrnjxmxgrfswf,0,12,6908,466.75,531.3846154,35.90384615,0.923076923,0.923076923,1.681201319,11,230254,15663.18182,17711.84615,1204.86014,0.846153846,0.846153846,1.53447631,0,0,1,3.157692308,1,0
fylwmqaj8w6dkc4b351wgqrba,0,24,14917,744.75,596.68,29.79,0.96,0.96,2.919953416,23,564866,28036.95652,22594.64,1121.478261,0.92,0.92,2.886164342,2,0.08,1,2.3152,0,0
l3py0x1w156fcm8wcr31rogd24,0,25,18959,745.28,729.1923077,28.66461538,0.961538462,0.961538462,2.87680709,24,678419,27928.83333,26093.03846,1074.185897,0.923076923,0.923076923,2.758785549,1,0.038461538,1,2.03,0,0
wn4d71waodigyjprk5jlrphh,0,23,13502,525.6956522,562.5833333,21.90398551,0.958333333,0.958333333,2.678941137,22,502168,19368.90909,20923.66667,807.0378788,0.916666667,0.916666667,2.498735337,3,0.125,1,3.133333333,1,0
vidjqojpyknfkdd,0,14,6236,465.3571429,415.7333333,31.02380952,0.933333333,0.933333333,1.918095336,13,232137,18210.92308,15475.8,1214.061538,0.866666667,0.866666667,1.654667469,2,0.133333333,1,2.887333333,1,0
pqvcehpcgqrpj,0,12,5310,574.1666667,408.4615385,44.16666667,0.923076923,0.923076923,1.563235227,11,179447,17400.36364,13803.61538,1338.48951,0.846153846,0.846153846,1.449606372,1,0.076923077,1,3.069230769,1,0
1shby85nxtbbw1g6ow3nro87ge,0,25,18254,695.08,702.0769231,26.73384615,0.961538462,0.961538462,2.715451656,24,684337,22628.29167,26320.65385,870.3189103,0.923076923,0.923076923,2.994801856,3,0.115384615,1,2.906153846,2,0
1sbh3891b5qfxt3dszss1grf20g,0,26,19232,667.6153846,712.2962963,24.72649573,0.962962963,0.962962963,3.311106168,25,692535,22157,25649.44444,820.6296296,0.925925926,0.925925926,3.46552318,0,0,1,2.231851852,0,0
fmdtphubrvey,0,11,4866,262,405.5,21.83333333,0.916666667,0.916666667,1.3846843,10,177943,6772.7,14828.58333,564.3916667,0.833333333,0.833333333,0.968496245,2,0.166666667,1,3.714166667,1,0
qbficn,0,5,1250,405.4,208.3333333,67.56666667,0.833333333,0.833333333,0.559435114,4,43960,12408.75,7326.666667,2068.125,0.666666667,0.666666667,0.326605788,1,0.166666667,1,3.59,0,0
nteholasuvfyl,0,12,6094,212.75,468.7692308,16.36538462,0.923076923,0.923076923,1.058764783,11,196188,8359,15091.38462,643,0.846153846,0.846153846,0.689111253,4,0.307692308,1,4.988461538,4,0
szabpdajeax,0,10,2940,283.7,267.2727273,25.79090909,0.909090909,0.909090909,1.226645178,9,110530,5835.555556,10048.18182,530.5050505,0.818181818,0.818181818,0.884053741,4,0.363636364,1,4.96,0,0
inilhxcdjcw,0,10,3378,398.6,307.0909091,36.23636364,0.909090909,0.909090909,1.185107706,9,124356,14357.55556,11305.09091,1305.232323,0.818181818,0.818181818,1.051642245,2,0.181818182,1,3.777272727,2,0
waqbq,0,4,1519,586,303.8,117.2,0.8,0.8,0.523992686,3,55554,21862.33333,11110.8,4372.466667,0.6,0.6,0.40836827,1,0.2,1,2.648,0,0
vayocdwmb,0,8,3810,276,423.3333333,30.66666667,0.888888889,0.888888889,1.004335523,7,127195,9503.428571,14132.77778,1055.936508,0.777777778,0.777777778,0.852396024,2,0.222222222,1,3.737777778,0,0
udcovigjjgdmsr,0,13,5119,339,365.6428571,24.21428571,0.928571429,0.928571429,1.552385041,12,167527,9893.583333,11966.21429,706.6845238,0.857142857,0.857142857,1.227307323,3,0.214285714,1,3.704285714,1,0
uaaflwdinkhnxg,0,13,5264,313.9230769,376,22.42307692,0.928571429,0.928571429,1.593356826,12,166231,10334.66667,11873.64286,738.1904762,0.857142857,0.857142857,1.334990817,4,0.285714286,1,4.277142857,3,0
mxodnwgnfbvovff,0,14,6754,404.2142857,450.2666667,26.94761905,0.933333333,0.933333333,1.950480975,13,248866,14291.15385,16591.06667,952.7435897,0.866666667,0.866666667,1.83995579,2,0.133333333,1,3.181333333,0,0
kkulmwflwfuu,0,10,5793,443.4,482.75,36.95,0.833333333,0.916666667,1.419133594,10,190234,10744.3,15852.83333,895.3583333,0.833333333,0.833333333,1.284126371,3,0.25,1,2.658333333,0,0
eesiyskryaehd,0,12,5393,214.5,414.8461538,16.5,0.923076923,0.923076923,1.323386534,11,194400,5488.363636,14953.84615,422.1818182,0.846153846,0.846153846,0.996139682,5,0.384615385,1,5.867692308,1,0
njybj,0,4,1833,522.75,366.6,104.55,0.8,0.8,0.604657035,3,67753,22485.66667,13550.6,4497.133333,0.6,0.6,0.433903584,0,0,1,2.232,0,0
pmazanrfhkh,0,10,4058,303,368.9090909,27.54545455,0.909090909,0.909090909,1.193176469,9,139211,7262.333333,12655.54545,660.2121212,0.818181818,0.818181818,0.850373864,2,0.181818182,1,4.264545455,1,0
xgufmlar,0,7,3004,320.8571429,375.5,40.10714286,0.875,0.875,0.787657039,6,113311,8448.166667,14163.875,1056.020833,0.75,0.75,0.648680817,2,0.25,1,3.9725,0,0
figplmtcmcks,0,11,4002,239.4545455,333.5,19.95454545,0.916666667,0.916666667,1.324012144,10,136651,6658.3,11387.58333,554.8583333,0.833333333,0.833333333,1.02652169,1,0.083333333,1,4.001666667,1,0
ithtadykkqu,0,10,4546,301.2,413.2727273,27.38181818,0.909090909,0.909090909,0.970919084,9,148622,9126.333333,13511.09091,829.6666667,0.818181818,0.818181818,0.808829986,3,0.272727273,1,3.976363636,1,0
